Product / Vertical;Country;Vendor;Domain;Source type;CATEGORY;entity;Term Alias;Term code;Term name;Term description;Json/XML Tag(if different);Default representation;Color scale;Data type;Length;Decimal;Units (Symbols);Accuracy;Range;Data_visibility;Data_source;Granularity;time zone;KPIs of KPIs;KPI formula;Example;IP source;schema_db;db_table_source;hierarchy;first_collection;last_collection
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;CSFB_DCR;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(sum(PM_RAB_RELABNORMAL_CELL.VS_RAB_ABNORMREL_CS_CSFB)/sum(PM_RAB_RELABNORMAL_CELL.VS_RAB_ABNORMREL_CS_CSFB+PM_RAB_RELABNORMAL_CELL.VS_RAB_NORMREL_CS_CSFB)*100,2),0);;;;PM_RAB_RELABNORMAL_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;RAB_ATTEMPTS_CS;CS_ATTEMPTS_RAB;;RAB_ATTEMPTS_CS=CS_ATTEMPTS_RAB=NAS_ATTEMPTS_CS=NAS_SUCCESS_CS. Número de intentos de establecimiento de RAB (Radio Access Bearer) para llamadas CS (Circuit Switched);;;;integer;;0;;;;;;;;yes;IFNULL(RAB_ATT_CS,0);;;;PM_RAB_ESTABCS_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;RRC_ATTEMPTS_CS;CS_ATTEMPTS_RRC;Intentos RRC CS;RRC_ATTEMPTS_CS=CS_ATTEMPTS_RRC. Número total de intentos de establecimiento de conexión RRC (Radio Resource Control) para servicios Circuit Switched. Incluye intentos de RRC Setup por llamadas de voz: Originadas (MO), Terminadas (MT), Emergencias e incluye también los intentos vía Cell Update cuando el UE estaba en PCH;;;;integer;;0;;;;;;;;no;IFNULL(SUM(PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGCONVCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_TMCONVCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_EMGCALL+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_ORGCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_TMCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_EMGCALL_PCH),0);;;;PM_RRC_SETUP_CELL,PM_CELLUPDATE_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;;RAB_ATT_CS;;ISDR_DENOM=RAB_ATT_CS;;;;integer;;0;;;;;;;;no;SUM(PM_RAB_ESTABCS_CELL.VS_RAB_ATTESTABCS_CONV+PM_RAB_ESTABCS_CELL.VS_RAB_ATTESTABCS_STR);;;;PM_RAB_ESTABCS_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;RRC_ATT_CS;;Intentos de Conexión RRC para Voz.;;;;integer;;0;;;;;;;;no;sum(PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_EMGCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGCONVCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_TMCONVCALL+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_ORGCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_EMGCALL_PCH+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_TMCONVCALL_PCH);;;;PM_RRC_SETUP_CELL,PM_CELLUPDATE_CELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;;UCELL;;TOTAL_CALL_ACC;;;;;;float;;2;;;;;;;;yes;sum(PM_UTRANCELL.PMNORABESTABLISHATTEMPTSPEECH+IFNULL(PM_UTRANCELL.PMNODIRRETRYATT,0)+PM_UTRANCELL.PMNORABESTABLISHATTEMPTCS64)/((sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCSSUCC+PM_UTRANCELL.PMNOCELLUPDATESUCCMULTICS)/sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCS+PM_UTRANCELL.PMNOCELLUPDATEATTMULTICS-PM_UTRANCELL.PMNOLOADSHARINGRRCCONNCS))*(NAS_SUCCESS_CS/NAS_ATTEMPTS_CS));;;;PM_UTRANCELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;TOTAL_CALL_ACC;;;;;;float;;2;;;;;;;;yes;RAB_ATT_CS/(sum(PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_ORGCONVCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_TMCONVCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_EMGCALL+PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_ORGCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_EMGCALL_PCH+PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_TMCONVCALL_PCH)/RRC_ATT_CS);;;;PM_RAB_ESTABCS_CELL,PM_RRC_SETUP_CELL,PM_CELLUPDATE_CELL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;;UCELL;;TOTAL_CALL_ACC;;;;;;float;;2;;;;;;;;yes;ROUND(IFNULL(RAB_ATTEMPTS_CS/(RRC_SUCCESS_CS/RRC_SUCCESS_CS),0),2);;;;PM_SERVICE_LEVEL,PM_RRC;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;;UCELL;;TOTAL_CALL_RET;;;;;;integer;;0;;;;;;;;no;SUM(PM_UTRANCELL.PMNORABESTABLISHSUCCESSSPEECH+PM_UTRANCELL.PMNODIRRETRYSUCCESS+PM_UTRANCELL.PMNORABESTABLISHSUCCESSCS64);;;;PM_UTRANCELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;DROP_DENOM_CS;TOTAL_CALL_RET;;TOTAL_CALL_RET=DROP_DENOM_CS.;;;;integer;;0;;;;;;;;no;SUM(PM_RAB_RELABNORMAL_CELL.VS_RAB_NORMREL_CS+PM_RAB_RELABNORMAL_CELL.VS_RAB_ABNORMREL_CS);;;;PM_RAB_RELABNORMAL_CELL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;;UCELL;;TOTAL_CALL_RET;;;;;;integer;;0;;;;;;;;no;SUM(IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_CS_VOICE_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_CS_VOICE_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_CS_VOICE_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_CS_VOICE_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_CS_VOICE_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_CS_VOICE_UE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_CS_VOICE_TRANS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_COMP_CS_VOICE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_CS_VOICE_SRNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_CS_VOICE_P_EMP,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_CS_VOICE_GANHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_CS_VOICE_ISHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_CS_VOICE_HHO,0));;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;TOTAL_MBYTES;;;;;;float;;2;MB;;;;;;;no;IFNULL(ROUND((SUM(PM_HSDPA_CELL.VS_HSDPA_MEANCHTHROUGHPUT_TOTALBYTES+PM_HSUPA_CELL.VS_HSUPA_MEANCHTHROUGHPUT_TOTALBYTES))/1048576,3),0);;;;PM_HSDPA_CELL,PM_HSUPA_CELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;RAB_ATTEMPTS_PS;PS_RAB_ATTEMPTS;;RAB_ATTEMPTS_PS=PS_RAB_ATTEMPTS.;;;;integer;;0;;;;;;;;no;(SUM(PM_UTRANCELL.PMNORABESTABLISHATTEMPTPACKETINTERACTIVE)+SUM(IFNULL(PM_UTRANCELL.PMCHSWITCHATTEMPTURAHS,0))+SUM(IFNULL(PM_UTRANCELL.PMCHSWITCHATTEMPTURADCH,0))-SUM(IFNULL(PM_UTRANCELL_X.PMCHSWITCHATTEMPTURAHSCSINIT,0))-SUM(IFNULL(PM_UTRANCELL_X.PMCHSWITCHATTEMPTURADCHCSINIT,0)));;;;PM_UTRANCELL,PM_UTRANCELL_X;subnetwork,rbs,utrancell;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;RAB_ATTEMPTS_PS;PS_ATTEMPTS_RAB;;RAB_ATTEMPTS_PS=PS_ATTEMPTS_RAB=NAS_ATTEMPTS_PS=NAS_SUCCESS_PS.;;;;integer;;0;;;;;;;;no;IFNULL((SUM(PM_RAB_ESTABPS_CELL.VS_RAB_ATTESTABPS_CONV+PM_RAB_ESTABPS_CELL.VS_RAB_ATTESTABPS_STR+PM_RAB_ESTABPS_CELL.VS_RAB_ATTESTABPS_INT+PM_RAB_ESTABPS_CELL.VS_RAB_ATTESTABPS_BKG+PM_ALGO2_CELL.VS_DCCC_ATT_F2D_AFTERP2F)),0);;;;PM_RAB_ESTABPS_CELL,PM_ALGO2_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;RAB_SUCCESS_PS;PS_RAB_SUCCESS;;RAB_SUCCESS_PS=PS_RAB_SUCCESS. Número total de RAB PS establecidos con éxito, incluyendo intentos por tipo de tráfico y aquellos generados por movilidad/cambio de canal, excluyendo duplicidades con CS.;;;;integer;;0;;;;;;;;no;(SUM(PM_UTRANCELL.PMNORABESTABLISHSUCCESSPACKETINTERACTIVE)+SUM(IFNULL(PM_UTRANCELL.PMCHSWITCHSUCCURAHS,0))+SUM(IFNULL(PM_UTRANCELL.PMCHSWITCHSUCCURADCH,0))-SUM(IFNULL(PM_UTRANCELL_X.PMCHSWITCHSUCCURAHSCSINIT,0))-SUM(IFNULL(PM_UTRANCELL_X.PMCHSWITCHSUCCURADCHCSINIT,0)));;;;PM_UTRANCELL,PM_UTRANCELL_X;subnetwork,rbs,utrancell;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;RAB_SUCCESS_PS;PS_SUCCESS_RAB;;RAB_SUCCESS_PS=PS_SUCCESS_RAB. Número total de RAB PS establecidos con éxito, incluyendo intentos por tipo de tráfico y aquellos generados por movilidad/cambio de canal, excluyendo duplicidades con CS.;;;;integer;;0;;;;;;;;no;IFNULL((SUM(PM_RAB_ESTABPS_CELL.VS_RAB_SUCCESTABPS_CONV+PM_RAB_ESTABPS_CELL.VS_RAB_SUCCESTABPS_STR+PM_RAB_ESTABPS_CELL.VS_RAB_SUCCESTABPS_INT+PM_RAB_ESTABPS_CELL.VS_RAB_SUCCESTABPS_BKG+PM_ALGO2_CELL.VS_DCCC_SUCC_F2D_AFTERP2F)),0);;;;PM_RAB_ESTABPS_CELL,PM_ALGO2_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;RRC_ATTEMPTS_PS;PS_RRC_ATTEMPTS;Intentos RRC PS;RRC_ATTEMPTS_PS=PS_RRC_ATTEMPTS. Número de veces que se intentó establecer una conexión RRC para servicios de datos (PS). Es el primer paso en el proceso de acceso del usuario a la red para transmitir datos. Ajusta por load sharing;;;;integer;;0;;;;;;;;no;SUM(PM_UTRANCELL.PMTOTNORRCCONNECTREQPS)-SUM(PM_UTRANCELL.PMNOLOADSHARINGRRCCONNPS)+SUM(IFNULL(PM_UTRANCELL.PMCHSWITCHATTEMPTURAFACH,0));;;;PM_UTRANCELL;subnetwork,rbs,utrancell;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;PS_RRC_ATTEMPTS;PS_ATTEMPTS_RRC;;;;;;;;;;;;;;;;no;IFNULL((SUM(PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGBKGCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGINTERCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_TMBKGCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_TMINTERCALL+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_PAGERSP+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_ULDATATRANS)-(SUM(PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_ORGCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_TMCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_ATTCELLUPDT_EMGCALL_PCH))+SUM(PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGSTRCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGSUBCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_TMSTRCALL+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_UNKNOWN+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGHHPRSIG+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_ORGLWPRSIG+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_CALLREEST+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_TMHHPRSIG+PM_RRC_SETUP_CELL.RRC_ATTCONNESTAB_TMLWPRSIG)),0);;;;PM_RRC_SETUP_CELL,PM_CELLUPDATE_CELL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;PS_RRC_ATTEMPTS;RRC_ATTEMPTS_PS;Intentos RRC PS;;;;;;;;;;;;;;;no;SUM(IFNULL(PM_SERVICE_LEVEL.MOC_INTER_CALL_ATTS,0)+IFNULL(PM_SERVICE_LEVEL.MOC_BACKG_CALL_ATTS,0)+IFNULL(PM_SERVICE_LEVEL.MOC_HIGH_PRIOR_SIGN_ATTS,0)+IFNULL(PM_SERVICE_LEVEL.MTC_INTER_CALL_ATTS,0)+IFNULL(PM_SERVICE_LEVEL.MTC_BACKG_CALL_ATTS,0)+IFNULL(PM_SERVICE_LEVEL.MTC_HIGH_PRIOR_SIGN_ATTS,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ATT_REP_INTERACTIVE,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ATT_REP_MO_INTERACTIVE,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ATT_REP_MO_HIGH_PR_SIGN,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ATT_REP_MO_BACKGROUND,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ATT_REP_MT_BACKGROUND,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ATT_REP_MT_HIGH_PR_SIGN,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_INTERACTIVE,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MO_BACKGROUND,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MO_HIGH_PR_SIGN,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MO_INTERACTIVE,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MT_BACKGROUND,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MT_HIGH_PR_SIGN,0));;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;RRC_SUCCESS_PS;PS_RRC_SUCCESS;;RRC_SUCCESS_PS=PS_RRC_SUCCESS. Total de RRC Connection Establishments exitosos en el dominio PS, incluyendo transiciones de canal y cell updates válidos. Cell Update es un procedimiento del RRC usado por el UE cuando está en estado CELL_FACH o CELL_PCH / URA_PCH y necesita informar cambios o pedir recursos.;;;;integer;;0;;;;;;;;no;(SUM(PM_UTRANCELL.PMTOTNORRCCONNECTREQPSSUCC)+SUM(IFNULL(PM_UTRANCELL.PMCHSWITCHSUCCURAFACH,0)));;;;PM_UTRANCELL;subnetwork,rbs,utrancell;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;PS_RRC_SUCCESS;PS_SUCCESS_RRC;;;;;;;;;;;;;;;;no;IFNULL((SUM(PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_ORGBKGCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_ORGINTERCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_TMBKGCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_TMITRCALL+PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_PAGERSP+PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_ULDATATRANS)-(SUM(PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_ORGCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_TMCONVCALL_PCH+PM_CELLUPDATE_CELL.VS_SUCCCELLUPDT_EMGCALL_PCH))+SUM(PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_ORGSTRCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_ORGSUBCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_TMSTRCALL+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_UNKOWN+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_ORGHHPRSIG+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_ORGLWPRSIG+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_CALLREEST+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_TMHHPRSIG+PM_RRC_SETUP_CELL.RRC_SUCCCONNESTAB_TMLWPRSIG)),0);;;;PM_RRC_SETUP_CELL,PM_CELLUPDATE_CELL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;PS_RRC_SUCCESS;RRC_SUCCESS_PS;;;;;;;;;;;;;;;;no;SUM(IFNULL(PM_SERVICE_LEVEL.MOC_INTER_CALL_ATTS,0)-IFNULL(PM_SERVICE_LEVEL.MOC_INTER_CALL_FAILS,0)+IFNULL(PM_SERVICE_LEVEL.MOC_BACKG_CALL_ATTS,0)-IFNULL(PM_SERVICE_LEVEL.MOC_BACKG_CALL_FAILS,0)+IFNULL(PM_SERVICE_LEVEL.MTC_INTER_CALL_ATTS,0)-IFNULL(PM_SERVICE_LEVEL.MTC_INTER_CALL_FAILS,0)+IFNULL(PM_SERVICE_LEVEL.MTC_BACKG_CALL_ATTS,0)-IFNULL(PM_SERVICE_LEVEL.MTC_BACKG_CALL_FAILS,0)+IFNULL(PM_SERVICE_LEVEL.MOC_HIGH_PRIOR_SIGN_ATTS,0)-IFNULL(PM_SERVICE_LEVEL.MOC_HIGH_PRIOR_SIGN_FAILS,0)+IFNULL(PM_SERVICE_LEVEL.MTC_HIGH_PRIOR_SIGN_ATTS,0)-IFNULL(PM_SERVICE_LEVEL.MTC_HIGH_PRIOR_SIGN_FAILS,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_INTERACTIVE,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MO_BACKGROUND,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MO_HIGH_PR_SIGN,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MO_INTERACTIVE,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MT_BACKGROUND,0)-IFNULL(PM_SERVICE_LEVEL.RRC_ACC_REL_MT_HIGH_PR_SIGN,0));;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;;MULTIRAB_CSPS_ACCESSIBILITY;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_SUCCESTAB_CSPS)/SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_ATTESTAB_CSPS)*100,2),0);;;;PM_RAB_MULTIRAB_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;;MULTIRAB_CS_DCR;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_CSABNORMREL_CSPS)/SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_CSNORMREL_CSPS+PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_CSABNORMREL_CSPS+ PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_PSNORMREL_CSPS)*100,2),0);;;;PM_RAB_MULTIRAB_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;;MULTIRAB_PSPS_ACCESSIBILITY;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_SUCCESTAB_PSPS)/SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_ATTESTAB_PSPS)*100,2),0);;;;PM_RAB_MULTIRAB_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;;MULTIRAB_PS_DCR;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_PSABNORMREL_CSPS)/SUM(PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_CSNORMREL_CSPS+PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_PSNORMREL_CSPS+PM_RAB_MULTIRAB_CELL.VS_MULTIRAB_PSABNORMREL_CSPS)*100,2),0);;;;PM_RAB_MULTIRAB_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;;HHO_RATE;;;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(SUM(PM_HHO_CELL.VS_HHO_SUCCINTERFREQOUT_CS)*100/SUM(PM_HHO_CELL.VS_HHO_ATTINTERFREQOUT_CS),2);;;;PM_HHO_CELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;BAD_CALL_ACC;BAD_CALL_ACC;;BAD_CALL_ACC=BAD_CALL_ACC_1?;;;;;;;;;;;;;;yes;if (((sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCSSUCC+PM_UTRANCELL.PMNOCELLUPDATESUCCMULTICS)/sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCS+PM_UTRANCELL.PMNOCELLUPDATEATTMULTICS-PM_UTRANCELL.PMNOLOADSHARINGRRCCONNCS))*(NAS_SUCCESS_CS/NAS_ATTEMPTS_CS)*(sum(PM_UTRANCELL.PMNORABESTABLISHSUCCESSSPEECH+IFNULL(PM_UTRANCELL.PMNODIRRETRYSUCCESS,0)+PM_UTRANCELL.PMNORABESTABLISHSUCCESSCS64)/sum(PM_UTRANCELL.PMNORABESTABLISHATTEMPTSPEECH+IFNULL(PM_UTRANCELL.PMNODIRRETRYATT,0)+PM_UTRANCELL.PMNORABESTABLISHATTEMPTCS64)))*100<98.5,sum(PM_UTRANCELL.PMNORABESTABLISHATTEMPTSPEECH+PM_UTRANCELL.PMNORABESTABLISHATTEMPTCS64+IFNULL(PM_UTRANCELL.PMNODIRRETRYATT,0))/((sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCSSUCC+PM_UTRANCELL.PMNOCELLUPDATESUCCMULTICS)/sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCS+PM_UTRANCELL.PMNOCELLUPDATEATTMULTICS-PM_UTRANCELL.PMNOLOADSHARINGRRCCONNCS))*(NAS_SUCCESS_CS/NAS_ATTEMPTS_CS)),0);;;;PM_UTRANCELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;BAD_CALL_ACC_1;BAD_CALL_ACC_1;;BAD_CALL_ACC=BAD_CALL_ACC_1?;;;;;;;;;;;;;;yes;if (((sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCSSUCC+PM_UTRANCELL.PMNOCELLUPDATESUCCMULTICS)/sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCS+PM_UTRANCELL.PMNOCELLUPDATEATTMULTICS-PM_UTRANCELL.PMNOLOADSHARINGRRCCONNCS))*(NAS_SUCCESS_CS/NAS_ATTEMPTS_CS)*(sum(PM_UTRANCELL.PMNORABESTABLISHSUCCESSSPEECH+IFNULL(PM_UTRANCELL.PMNODIRRETRYSUCCESS,0)+PM_UTRANCELL.PMNORABESTABLISHSUCCESSCS64)/sum(PM_UTRANCELL.PMNORABESTABLISHATTEMPTSPEECH+IFNULL(PM_UTRANCELL.PMNODIRRETRYATT,0)+PM_UTRANCELL.PMNORABESTABLISHATTEMPTCS64)))*100<99,sum(PM_UTRANCELL.PMNORABESTABLISHATTEMPTSPEECH+IFNULL(PM_UTRANCELL.PMNODIRRETRYATT,0)+PM_UTRANCELL.PMNORABESTABLISHATTEMPTCS64)/((sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCSSUCC+PM_UTRANCELL.PMNOCELLUPDATESUCCMULTICS)/sum(PM_UTRANCELL.PMTOTNORRCCONNECTREQCS+PM_UTRANCELL.PMNOCELLUPDATEATTMULTICS-PM_UTRANCELL.PMNOLOADSHARINGRRCCONNCS))*(NAS_SUCCESS_CS/NAS_ATTEMPTS_CS)),0);;;;PM_UTRANCELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;BAD_CALL_RET;BAD_CALL_RET;;;;;;;;;;;;;;;;yes;IF(100*(DROPS_VOICE/TOTAL_CALL_RET)>1.5,TOTAL_CALL_RET,0);;;;PM_UTRANCELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;BAD_CALL_RET_1;BAD_CALL_RET_1;;;;;;;;;;;;;;;;yes;IF(100*(DROP_NUM_CS/TOTAL_CALL_RET)>1,TOTAL_CALL_RET,0);;;;PM_UTRANCELL;;;
